web-scraper-order,web-scraper-start-url,books,books-href,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,places,awards
"1618238566-3375","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Station Eleven","https://www.goodreads.com/book/show/20170404-station-eleven","Station Eleven","Emily St. John Mandel","40,680
    reviews","348,271
  ratings","4.05","333 pages","Published
        September 9th 2014
         by Knopf","null","Science Fiction","Toronto, Ontario

(Canada)


    

    Michigan

(United States)","Locus Award Nominee for Best SF Novel (2015), Arthur C. Clarke Award (2015), Kurd-Laßwitz-Preis Nominee for Bestes ausländisches Werk (Best Foreign Work) (2016), PEN/Faulkner Award for Fiction Nominee (2015), Sunburst Award Nominee for Adult (2015)
                      ...more
                          John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (2015), British Fantasy Award Nominee for Best Horror Novel (August Derleth Award) (2015), NAIBA Book of the Year for Fiction (2015), Toronto Book Award Nominee (2015), The Great Michigan Read (2015), Women's Prize for Fiction Nominee for Longlist (2015), Andrew Carnegie Medal Nominee for Fiction (2015), National Book Award Finalist for Fiction (2014), Goodreads Choice Award Nominee for Fiction (2014), The Rooster -- The Morning News Tournament of Books (2015)
...less"
"1618238666-3747","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The City of Ember (Book of Ember, #1)","https://www.goodreads.com/book/show/307791.The_City_of_Ember","The City of Ember","Jeanne DuPrau","11,440
    reviews","255,528
  ratings","3.86","288 pages","Published
        2003
         by Random House Children's Books","Other books in the series","Science Fiction","null","California Book Award for Young Adult (Silver) (2003), Maryland Black-Eyed Susan Book Award for Grade 6-9 (2006), Rhode Island Teen Book Award Nominee (2005), Dorothy Canfield Fisher Children's Book Award Nominee (2005), Child Magazine Best Book of the Year
                      ...more
                          Sunshine State Young Readers Award for Grades 3-5 and Grades 6-8 (2004), Charlie May Simon Children's Book Award Nominee (2006), New Mexico Land of Enchantment Award for Young Adult (2007), Judy Lopez Memorial Award for Children's Literature Nominee (2004), Chapman Award for Shared Reading Nominee for Fiction (2004), William Allen White Children's Book Award (2006), Washington State Sasquatch Award (2006), Bluestem Book Award Nominee (2019), Rebecca Caudill Young Readers' Book Award Nominee (2006)
...less"
"1618238634-3634","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Passage (The Passage, #1)","https://www.goodreads.com/book/show/6690798-the-passage","The Passage","Justin Cronin","19,639
    reviews","197,293
  ratings","4.03","766 pages","Published
        June 8th 2010
         by Ballantine Books","Other books in the series","Horror","null","Locus Award Nominee for Best SF Novel (2011), Goodreads Choice Award Nominee for Favorite Book and for Science Fiction (2010)"
"1618238472-3031","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Girl with All the Gifts (The Girl with All the Gifts, #1)","https://www.goodreads.com/book/show/17235026-the-girl-with-all-the-gifts","The Girl with All the Gifts","M.R. Carey","20,383
    reviews","197,164
  ratings","3.94","461 pages","Published
        June 19th 2014
         by Orbit 

            
              (first published January 14th 2014)","Other books in the series","Audiobook","London, England

(United Kingdom)","Arthur C. Clarke Award Nominee (2015), Audie Award for Paranormal (2015), British Fantasy Award Nominee for August Derleth Award (best horror novel) (2015), Tähtivaeltaja Award Nominee (2017), Goodreads Choice Award Nominee for Horror (2014)
                      ...more
                          James Herbert Award Nominee (2015)
...less"
"1618238629-3614","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Knife of Never Letting Go (Chaos Walking, #1)","https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go","The Knife of Never Letting Go","Patrick Ness","17,884
    reviews","166,899
  ratings","3.97","512 pages","Published
        July 22nd 2014
         by Candlewick Press

            
              (first published May 5th 2008)","Other books in the series","Young Adult","New World","Guardian Children's Fiction Prize (2008), Manchester Book Award  Nominee for Longlist (2009), Odyssey Award Nominee (2011), James Tiptree Jr. Award (2008), Milwaukee County Teen Book Award Nominee (2010)
                      ...more
                          Dioraphte Jongerenliteratuurprijs Nominee (2014), Carnegie Medal Nominee (2009), Green Mountain Book Award (2012)
...less"
"1618238467-3005","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Coilhunter (The Coilhunter Chronicles, #1)","https://www.goodreads.com/book/show/33977027-coilhunter","Coilhunter","Dean F. Wilson","129
    reviews","914
  ratings","4.14","210 pages","Published
        April 17th 2017
         by Dioscuri Press

            
              (first published April 16th 2017)","Other books in the series","Science Fiction","null","null"
"1618238583-3440","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Day of the Triffids","https://www.goodreads.com/book/show/530965.The_Day_of_the_Triffids","The Day of the Triffids","John Wyndham","3,650
    reviews","93,024
  ratings","4.02","228 pages","Published
        July 1st 2003
         by Modern Library

            
              (first published 1951)","Other books in the series","Fantasy","London, England

(United Kingdom)


    

    United Kingdom","International Fantasy Award Nominee for Fiction (1952)"
"1618238656-3712","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Cinder (The Lunar Chronicles, #1)","https://www.goodreads.com/book/show/36381037-cinder","Cinder","Marissa Meyer","56,831
    reviews","729,565
  ratings","4.13","400 pages","Published
        2012
         by Feiwel & Friends","Other books in the series","Audiobook","null","Golden Duck Award for Young Adult (Hal Clement Award) (2013), Kalbacher Klapperschlange for Altersgruppe 7. - 9. Klasse (2015), Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2014), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2014), Rhode Island Teen Book Award Nominee (2014)
                      ...more
                          California Young Readers Medal for Young Adult (2016), Lincoln Award Nominee (2014), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2012), Rebecca Caudill Young Readers' Book Award Nominee (2016)
...less"
"1618238490-3092","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Dune (Dune, #1)","https://www.goodreads.com/book/show/44767458-dune","Dune","Frank Herbert","28,056
    reviews","843,135
  ratings","4.23","688 pages","Published
        October 1st 2019
         by Ace Books

            
              (first published June 1965)","Other books in the series","Adventure","null","Hugo Award for Best Novel (1966), Nebula Award for Best Novel (1965), Seiun Award 星雲賞 for Best Foreign Novel (1974)"
"1618238688-3827","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Unwind (Unwind, #1)","https://www.goodreads.com/book/show/764347.Unwind","Unwind","Neal Shusterman","19,129
    reviews","202,026
  ratings","4.16","337 pages","Published
        November 6th 2007
         by Simon & Schuster Books for Young Readers","Other books in the series","Fiction","Akron, Ohio

(United States)


    

    Ohio

(United States)


    

    Scottsburg, Indiana

(United States)


    

    …more
          Arizona

(United States)


        

          Joplin, Missouri

(United States)


        

…less","Rhode Island Teen Book Award Nominee (2010), Evergreen Teen Book Award (2010), Sakura Medal for Middle School Book (2009), Florida Teens Read Nominee (2009), Eliot Rosewater Indiana High School Book Award (2010)
                      ...more
                          California Young Readers Medal Nominee for Young Adult (2011), Gouden Lijst Nominee (2013), Green Mountain Book Award (2010), Missouri Gateway Readers Award Nominee (2010), Oklahoma Sequoyah Award for Intermediate (2010)
...less"
"1618238548-3305","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Chrysalids","https://www.goodreads.com/book/show/826845.The_Chrysalids","The Chrysalids","John Wyndham","2,282
    reviews","44,901
  ratings","3.93","200 pages","Published
        June 28th 1977
         by Penguin Books

            
              (first published 1955)","null","Fiction","null","Złota Sepulka for Książka autora zagranicznego (1985)"
"1618238632-3632","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Life As We Knew It (Last Survivors, #1)","https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It","Life As We Knew It","Susan Beth Pfeffer","9,881
    reviews","120,456
  ratings","3.87","337 pages","Published
        October 1st 2006
         by HMH Books for Young Readers","Other books in the series","Fantasy","Pennsylvania

(United States)


    

    Howell, Pennsylvania

(United States)","Buxtehuder Bulle (2010), South Carolina Book Award Nominee for Young Adult Book (2009), Rhode Island Teen Book Award Nominee (2008), Evergreen Teen Book Award (2009), The Inky Awards Nominee for Silver Inky (2008)
                      ...more
                          California Young Readers Medal Nominee for Young Adult (2009), Andre Norton Award Nominee (2006), Missouri Truman Readers Award (2009), Missouri Gateway Readers Award Nominee (2009), Rebecca Caudill Young Readers' Book Award Nominee (2009)
...less"
"1618238502-3127","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Lucifer's Hammer","https://www.goodreads.com/book/show/218467.Lucifer_s_Hammer","Lucifer's Hammer","Larry Niven","1,462
    reviews","41,248
  ratings","3.99","629 pages","Published
        June 1983
         by Ballantine/Del Ray

            
              (first published July 1st 1977)","null","Science Fiction","null","Hugo Award Nominee for Best Novel (1977)"
"1618238624-3597","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","A Clockwork Orange","https://www.goodreads.com/book/show/41817486-a-clockwork-orange","A Clockwork Orange","Anthony Burgess","14,620
    reviews","623,756
  ratings","3.99","213 pages","Published
        May 21st 2019
         by W. W. Norton & Company

            
              (first published 1962)","null","Science Fiction","null","Prometheus Hall of Fame Award (2008)"
"1618238651-3699","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","I Am Legend and Other Stories","https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories","I Am Legend and Other Stories","Richard Matheson","5,044
    reviews","121,594
  ratings","4.00","317 pages","Published
        September 15th 1997
         by Orb Books

            
              (first published 1954)","null","Fantasy","null","null"
"1618238664-3735","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Slaughterhouse-Five","https://www.goodreads.com/book/show/4981.Slaughterhouse_Five","Slaughterhouse-Five","Kurt Vonnegut Jr.","28,424
    reviews","1,172,959
  ratings","4.08","275 pages","Published
        January 12th 1999
         by Dial Press

            
              (first published 1969)","null","Fiction","null","Hugo Award Nominee for Best SF Novel (1970), Nebula Award Nominee for Best Novel (1969), National Book Award Finalist for Fiction (1970), Chicago Publishers' Award (1970)"
"1618238606-3530","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","The Children of Men","https://www.goodreads.com/book/show/41913.The_Children_of_Men","The Children of Men","P.D. James","3,154
    reviews","41,426
  ratings","3.69","241 pages","Published
        December 5th 2006
         by Vintage

            
              (first published 1992)","null","Fantasy","null","null"
"1618238483-3073","https://www.goodreads.com/list/show/47.Best_Dystopian_and_Post_Apocalyptic_Fiction","Cloud Atlas","https://www.goodreads.com/book/show/49628.Cloud_Atlas","Cloud Atlas","David Mitchell","19,825
    reviews","226,342
  ratings","4.00","509 pages","Published
        August 17th 2004
         by Random House

            
              (first published March 2004)","null","Historical","null","Booker Prize Nominee (2004), Nebula Award Nominee for Best Novel (2004), Locus Award Nominee for Best SF Novel (2005), Arthur C. Clarke Award Nominee (2005), James Tait Black Memorial Prize Nominee for Fiction (2004)
                      ...more
                          British Book Award for Best Read of the Year (2005), National Book Critics Circle Award Nominee for Fiction (2004), Geoffrey Faber Memorial Prize (2005), Tähtivaeltaja Award Nominee (2009), The Rooster -- The Morning News Tournament of Books (2005)
...less"
